,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality,Postal_code
147,147,3 BHK Apartment,2,Furnished,Bachelors,1555 sqft,"30,000"," Bachupally, Outer Ring Road ",No code
148,148,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1260 sqft,"20,000"," Upparpally, Hyderabad Expressway ",No code
149,149,3 BHK Apartment,2,Unfurnished,Bachelors,1400 sqft,"17,500", Bandlaguda Jagir ,No code
150,150,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1290 sqft,"15,000"," Amulya Heights, Kushaiguda ",500062
151,151,3 BHK Builder Floor,East,Semi-Furnished,Bachelors,1710 sqft,"20,500"," Madinaguda, Hafeezpet, NH ",500049
152,152,1 BHK Apartment,North,Unfurnished,Bachelors,read more,"13,000"," Anand Nagar-Khairatabad, NH ",500004
153,153,2 BHK Builder Floor,North - East,Furnished,Bachelors/Family,1650 sqft,"18,000"," Godavari Homes, Quthbullapur ",No code
154,154,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1135 sqft,"9,500"," Sadbhavana, Ghatkesar, NH ",No code
155,155,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1915 sqft,"38,000"," Aditya Empress Towers, Shaikpet ",500008
156,156,3 BHK Apartment,2,Semi-Furnished,Family,1875 sqft,"37,000"," Aditya Empress Towers, Shaikpet ",500008
157,157,3 BHK Builder Floor,1,Furnished,Bachelors,1369 sqft,"40,000", Masab Tank ,No code
158,158,2 BHK Apartment,1,Semi-Furnished,Bachelors,1200 sqft,"14,500", Puppalaguda ,No code
159,159,2 BHK Apartment,1,Unfurnished,Bachelors/Family,800 sqft,"10,000", Attapur ,No code
160,160,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,2358 sqft,"35,000"," Pearl Celestial, Kokapet, Outer Ring Road ",500075
161,161,2 BHK Builder Floor,1,Unfurnished,Family,900 sqft,"9,500", Bairagiguda ,No code
162,162,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1600 sqft,"35,000"," Aditya Empress Towers, Shaikpet ",500008
163,163,3 BHK Apartment,East,Semi-Furnished,Family,1500 sqft,"17,500"," Kukatpally, NH ",500090
164,164,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1843 sqft,"40,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
165,165,3 BHK Apartment,2,Furnished,Bachelors/Family,1600 sqft,"35,000"," Bhavyas Tulasi Vanam, Kukatpally, NH ",500072
166,166,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1000 sqft,"11,000"," Miyapur, NH ",500049
167,167,2 BHK Apartment,1,Unfurnished,Bachelors/Family,810 sqft,"13,000", Serilingampally ,No code
168,168,2 BHK Apartment,1,Semi-Furnished,Family,1200 sqft,"17,000", Samathanagar Addagutta ,500085
169,169,3 BHK Builder Floor,1,Unfurnished,Bachelors/Family,1875 sqft,"37,000"," SM Plaza, ECIL ",410208
170,170,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1650 sqft,"40,000"," Lacasa K Apartments, Banjara Hills, NH ",500034
171,171,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,2260 sqft,"28,000"," Nallagandla, Serilingampally ",500019
172,172,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"15,000", Gayathri Nagar ,No code
173,173,3 BHK Apartment,3,Furnished,Family,2170 sqft,"24,000"," SMR Vinay Harmony County, Appa junction ",500093
174,174,3 BHK Apartment,2,Unfurnished,Family,1400 sqft,"19,000"," Manikonda, Outer Ring Road ",No code
175,175,3 BHK Apartment,3,Unfurnished,Bachelors,1460 sqft,"17,000"," Pragathi Nagar, Kukatpally ",No code
176,176,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"20,000"," LB Nagar, NH ",500074
177,177,3 BHK Apartment,1,Unfurnished,Family,1425 sqft,"22,000"," Kokapet, Outer Ring Road ",No code
178,178,1 BHK Builder Floor,East,Semi-Furnished,Family,East Facing Property,"12,000", Shaikpet,No code
179,179,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"35,000"," Kukatpally Housing Board Colony, NH ",500072
180,180,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1960 sqft,"36,000"," Aparna CyberLife, Nallagandla, Serilingampally ",500019
181,181,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2072 sqft,"28,000"," Jeedimetla, NH ",500055
182,182,4 BHK Apartment,1,Semi-Furnished,Bachelors,2200 sqft,"46,000"," Ashoka Liviano, Gachibowli, Outer Ring Road ",500075
183,183,3 BHK Apartment,2,Unfurnished,Bachelors,1950 sqft,"35,000"," Hafeezpet, NH ",No code
184,184,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"33,000"," My Home Avatar, My home avatar ",500089
185,185,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,2800 sqft,"45,000"," Trendset Winz, Gachibowli, Outer Ring Road ",500032
186,186,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1870 sqft,"41,000"," Vajras Jasmine County, Gachibowli, Outer Ring Road ",500032
187,187,3 BHK Apartment,2,Unfurnished,Bachelors,1490 sqft,"25,000"," Infocity Excellence and Elegance, Nallagandla, Serilingampally ",500046
188,188,3 BHK Apartment,2,Semi-Furnished,Family,1330 sqft,"19,000"," Tilak Nagar, New Nallakunta, NH ",500044
189,189,2 BHK Builder Floor,East,Semi-Furnished,Bachelors/Family,1000 sqft,"9,500"," Hyder Shah Kote, Chevella Road ",No code
190,190,2 BHK Apartment,1,Furnished,Bachelors/Family,1350 sqft,"12,000"," Bachupally, Outer Ring Road ",No code
191,191,2 BHK Apartment,2,Semi-Furnished,Family,1476 sqft,"35,000"," Lodha Meridian, Malaysian Township, Kukatpally ",500072
192,192,3 BHK Apartment,3,Semi-Furnished,Bachelors,1800 sqft,"26,500"," Aditya Imperial Heights, Hafeezpet, NH ",500084
193,193,3 BHK Apartment,1,Furnished,Bachelors/Family,1733 sqft,"25,000"," Indralok Complex, Banjara Hills, NH ",500004
194,194,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"15,000"," Aarambh Township, Chandanagar, NH ",500019
195,195,3 BHK Apartment,2,Semi-Furnished,Bachelors,1800 sqft,"27,000", Kondapur ,No code
196,196,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1000 sqft,"16,500", Puppalaguda ,No code
197,197,3 BHK Apartment,1,Semi-Furnished,Family,1720 sqft,"30,000"," Accurate Wind Chimes, Narsingi, Outer Ring Road ",500089
198,198,3 BHK Apartment,2,Semi-Furnished,Bachelors,1908 sqft,"38,000"," SMR Vinay Iconia, Kondapur ",500084
199,199,2 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1575 sqft,"21,000"," Miyapur, NH ",500049
200,200,2 BHK Builder Floor,West,Semi-Furnished,Bachelors/Family,882 sqft,"8,000"," Boduppal, NH ",No code
201,201,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1580 sqft,"35,000"," Rainbow Vistas, Hitech City ",500018
202,202,2 BHK Apartment,1,Semi-Furnished,Bachelors,1100 sqft,"22,000", Rajiv gandhi Nagar-Gachibowli ,500032
203,203,3 BHK Apartment,2,Semi-Furnished,Bachelors,1450 sqft,"32,000"," Kavuri Hills, Madhapur ",No code
204,204,3 BHK Apartment,Same Premise,Family,2,1040 sqft,"14,200", Toli Chowki ,500008
205,205,3 BHK Apartment,2,Semi-Furnished,Family,1400 sqft,"21,000"," Silicon Ridge, Attapur ",500030
206,206,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1550 sqft,"13,000"," Gks Habitat Royale, Yapral ",500094
207,207,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1640 sqft,"18,000"," Kukatpally Housing Board Colony, NH ",500072
208,208,1 BHK Builder Floor,North - East,Semi-Furnished,Bachelors/Family,Near Indian Oil Petrol bunk,"25,000", Bhavani,638301
209,209,2 BHK Apartment,1,Unfurnished,Bachelors/Family,950 sqft,"15,500", Brindavan Colony-Toli Chowki ,500008
210,210,2 BHK Apartment,1,Furnished,Family,1320 sqft,"35,000"," Empress Heights, Jubilee Hills ",500008
211,211,3 BHK Apartment,2,Furnished,Bachelors/Family,1700 sqft,"27,000", Attapur ,No code
212,212,3 BHK Apartment,2,Semi-Furnished,Family,1000 sqft,"18,500", Mayur Marg ,500016
213,213,3 BHK Apartment,2,Semi-Furnished,Family,2000 sqft,"25,000", Suchitra Circle ,No code
214,214,2 BHK Apartment,3,Furnished,Bachelors/Family,1400 sqft,"27,000", Masab Tank ,No code
215,215,3 BHK Apartment,1,Furnished,Bachelors/Family,1198 sqft,"36,000"," Mantri Celestia, Gachibowli, Outer Ring Road ",500032
216,216,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"36,000"," SMR Vinay Symphony, Gachibowli, Outer Ring Road ",500032
217,217,3 BHK Apartment,1,Semi-Furnished,Bachelors,1769 sqft,"40,000"," Project Hill Ridge Springs, Gachibowli, Outer Ring Road ",500032
218,218,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1200 sqft,"18,000"," NSK Exotica, Kukatpally, NH ",500072
219,219,3 BHK Apartment,2,Semi-Furnished,Family,1760 sqft,"30,000"," Sri Ram Nagar Colony, Banjara Hills ",500034
220,220,2 BHK Apartment,1,Unfurnished,Bachelors,130 sqft,"5,000", Badangpet ,No code
221,221,3 BHK Apartment,1,Semi-Furnished,Family,1650 sqft,"40,000"," Gachibowli, Outer Ring Road ",No code
222,222,3 BHK Apartment,North,Semi-Furnished,Bachelors/Family,1870 sqft,"35,000"," Sumukhi Orbit, Madhapur ",500081
223,223,2 BHK Apartment,2,Semi-Furnished,Family,1350 sqft,"16,000"," Manjeera Heights, LB Nagar, NH ",500074
224,224,5 BHK Apartment,2,Semi-Furnished,Bachelors/Family,4000 sqft,"40,000"," My Nest Mahati, Kondapur ",500084
225,225,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1050 sqft,"15,000", Riyasat Nagar ,No code
226,226,3 BHK Apartment,1,Semi-Furnished,Bachelors,1400 sqft,"40,000"," ACE Atlantis, Khaja Guda, Outer Ring Road ",500075
227,227,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1690 sqft,"40,000"," My Home Vihanga, Gachibowli, Outer Ring Road ",500032
228,228,3 BHK Apartment,2,Unfurnished,Bachelors,1362 sqft,"26,000", Toli Chowki ,500008
229,229,3 BHK Apartment,2,Unfurnished,Bachelors,1875 sqft,"45,000"," Aditya Empress Towers, Shaikpet ",500008
230,230,3 BHK Apartment,,Bachelors/Family,3,2200 sqft,"26,000", Attapur ,No code
231,231,4 BHK Apartment,1,Furnished,Family,3000 sqft,"36,000", Puppalaguda ,No code
232,232,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1250 sqft,"10,000"," Bachupally, Outer Ring Road ",No code
233,233,2 BHK Apartment,1,Unfurnished,Bachelors,950 sqft,"35,000", Shaikpet ,No code
234,234,3 BHK Apartment,3,Semi-Furnished,Bachelors,2160 sqft,"40,000"," Rainbow Vistas Rock Gardens, Hitech City ",500018
235,235,3 BHK Apartment,2,Semi-Furnished,Family,1440 sqft,"16,000", Maruthi Nagar-Dr A.S. Rao Nagar ,500062
236,236,3 BHK Builder Floor,2,Furnished,Bachelors/Family,1800 sqft,"34,000"," Bhagyalaxmi Nagar, Kavadiguda ",500080
237,237,2 BHK Apartment,2,Furnished,Family,1300 sqft,"18,000", Nizampet ,No code
238,238,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1250 sqft,"15,500"," Manikonda, Outer Ring Road ",No code
239,239,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,2100 sqft,"42,000"," Gachibowli, Outer Ring Road ",No code
240,240,1 BHK Apartment,1,Unfurnished,Bachelors,,"7,000"," Peerzadiguda, NH ",No code
241,241,2 BHK Apartment,1,Unfurnished,Bachelors,1100 sqft,"11,000"," Rajendra Nagar, Outer Ring Road ",No code
242,242,3 BHK Apartment,2,Furnished,Family,1400 sqft,"14,000"," Pragathi Nagar, Kukatpally ",No code
243,243,2 BHK Service Apartment,2,Furnished,Family,1300 sqft,"18,000"," Samatha Nagar, Kukatpally, NH ",500085
244,244,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1095 sqft,"12,000"," Kalimandir, Bandlaguda ",500086
245,245,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1861 sqft,"25,000", Suchitra Circle ,No code
246,246,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1535 sqft,"30,000"," NCC Urban One, Narsingi, Outer Ring Road ",500075
247,247,2 BHK Builder Floor,West,Furnished,Bachelors/Family,1000 sqft,"12,000", Langar Houz ,No code
248,248,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,2150 sqft,"25,000", Papulguda ,No code
249,249,3 BHK Apartment,1,Furnished,Bachelors/Family,1650 sqft,"16,000", Attapur ,No code
250,250,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1416 sqft,"14,000", Nizampet ,No code
251,251,1 BHK Apartment,East,Semi-Furnished,Bachelors,East Facing Property,"16,500", MLA Colony,No code
252,252,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2259 sqft,"50,000"," Lodha Meridian, Kukatpally Housing Board Colony, NH ",500072
253,253,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"26,000"," Meenakshi Homes, Miyapur, NH ",500049
254,254,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1101 sqft,"14,500"," Bachupally, Outer Ring Road ",No code
255,255,2 BHK Apartment,East,Unfurnished,Bachelors/Family,1000 sqft,"11,000"," Bahadurpura, NH ",500064
256,256,3 BHK Apartment,3,Semi-Furnished,Family,1654 sqft,"15,000", ALEAP Industrial Area ,No code
257,257,2 BHK Builder Floor,East,Semi-Furnished,Family,1200 sqft,"14,000", Toli Chowki ,500008
258,258,1 BHK Penthouse,,Bachelors/Family,1,,"5,000", Toli,44106
259,259,2 BHK Apartment,1,Unfurnished,Bachelors,1314 sqft,"33,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
260,260,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"25,000"," Chandanagar, NH ",500050
261,261,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1380 sqft,"23,000"," SMR Vinay Harmony County, Appa junction ",500093
262,262,3 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1500 sqft,"32,500"," Kukatpally Housing Board Colony, NH ",500072
263,263,3 BHK Apartment,3,Furnished,Family,1550 sqft,"50,000", New Mallepally ,500457
264,264,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1690 sqft,"38,000"," My Home Vihanga, Gachibowli, Outer Ring Road ",500032
265,265,3 BHK Apartment,2,Unfurnished,Bachelors,1632 sqft,"25,000"," LB Nagar, NH ",500074
266,266,3 BHK Apartment,2,Semi-Furnished,Bachelors,1620 sqft,"22,000"," Ramky One Marvel, Kukatpally, NH ",500055
267,267,3 BHK Apartment,2,Furnished,Bachelors/Family,1800 sqft,"40,000"," Nallagandla, Serilingampally ",500019
268,268,2 BHK Builder Floor,1,Semi-Furnished,Bachelors,1100 sqft,"13,000", Attapur ,No code
269,269,2 BHK Builder Floor,1,Unfurnished,Family,900 sqft,"10,200"," Quthbullapur, NH ",No code
270,270,2 BHK Apartment,West,Unfurnished,Bachelors/Family,900 sqft,"19,000", Papulguda ,No code
271,271,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2200 sqft,"24,000"," Old Malakpet, NH ",500036
272,272,3 BHK Apartment,2,Semi-Furnished,Family,1600 sqft,"22,000"," NCL Ganga, Kompally ",500015
273,273,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1250 sqft,"18,000"," Golden Heights Colony, Janachaitanya colony, Hyderabad Expressway ",No code
274,274,3 BHK Apartment,2,Semi-Furnished,Family,1430 sqft,"24,000"," Aparna Hill Park Avenues, Chandanagar, NH ",500050
275,275,3 BHK Apartment,3,Semi-Furnished,Bachelors,1700 sqft,"26,000", Shaikpet ,No code
276,276,3 BHK Apartment,East,Semi-Furnished,Family,1705 sqft,"30,000", Hitech City ,500081
277,277,3 BHK Apartment,2,Furnished,Family,1620 sqft,"26,000"," Aparna CyberZon, Nallagandla, Serilingampally ",500019
278,278,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1705 sqft,"25,000"," Pearl Residency, Kondapur ",500084
279,279,3 BHK Apartment,3,Furnished,Bachelors/Family,1950 sqft,"48,000", Nanakram Guda ,500032
280,280,3 BHK Apartment,1,Semi-Furnished,Family,1368 sqft,"21,000", Gajularamaram ,No code
281,281,2 BHK Apartment,1,Unfurnished,Bachelors,1300 sqft,"20,000"," Punjagutta, NH ",No code
282,282,3 BHK Apartment,2,Semi-Furnished,Family,1850 sqft,"23,000"," Manikonda, Outer Ring Road ",No code
283,283,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1700 sqft,"15,000", Aminpur ,No code
284,284,Studio Apartment,3,Unfurnished,Bachelors/Family,read more,"18,000", Gowlidoddy,No code
285,285,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1850 sqft,"30,000", Shaikpet ,No code
286,286,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1080 sqft,"12,000", Attapur ,No code
287,287,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,2160 sqft,"40,000"," Moosapet, NH ",500072
288,288,2 BHK Apartment,1,Unfurnished,Bachelors,950 sqft,"10,000"," Hayathnagar, NH ",501505
289,289,2 BHK Apartment,1,Semi-Furnished,Family,1296 sqft,"31,000"," Lodha Meridian, Kukatpally Housing Board Colony, NH ",500072
290,290,4 BHK Apartment,4,Unfurnished,Bachelors,2700 sqft,"45,000"," Banjara Hills, NH ",500034
291,291,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"18,000"," Lakdikapul, NH ",500004
292,292,3 BHK Apartment,3,Semi-Furnished,Bachelors,1775 sqft,"22,000", Hyderaguda-Attapur ,500048
293,293,2 BHK Apartment,1,Furnished,Bachelors,1070 sqft,"22,000"," Samata Colony, Toli Chowki ",500008
294,294,2 BHK Builder Floor,Main Road,Unfurnished,Bachelors/Family,800 sqft,"10,000", Sangareddy District ,No code
295,295,3 BHK Builder Floor,North - East,Furnished,Bachelors/Family,2200 sqft,"40,000", Gachibowli Phase ,No code
296,296,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,950 sqft,"11,000"," Machabollaram, Medchal Road ",No code
